5.0072 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
148.7245 	EXP 	fixation: autoDraw = True
149.7353 	EXP 	fixation: autoDraw = False
149.7353 	EXP 	grating: autoDraw = True
149.7353 	EXP 	grating: tex = 'sin'
150.0362 	EXP 	grating: autoDraw = False
150.0879 	DATA 	Keypress: left
150.0905 	EXP 	window1: recordFrameIntervals = False
150.1020 	EXP 	fixation: autoDraw = False
150.1020 	EXP 	grating: autoDraw = False
150.1022 	EXP 	window1: recordFrameIntervals = False
151.0830 	EXP 	fixation: autoDraw = True
152.0916 	EXP 	fixation: autoDraw = False
152.0916 	EXP 	grating: autoDraw = True
152.0916 	EXP 	grating: tex = 'sin'
152.3924 	EXP 	grating: autoDraw = False
152.4792 	DATA 	Keypress: left
152.4946 	EXP 	window1: recordFrameIntervals = False
152.5095 	EXP 	fixation: autoDraw = False
152.5095 	EXP 	grating: autoDraw = False
152.5097 	EXP 	window1: recordFrameIntervals = False
153.4866 	EXP 	fixation: autoDraw = True
154.4980 	EXP 	fixation: autoDraw = False
154.4980 	EXP 	grating: autoDraw = True
154.4980 	EXP 	grating: tex = 'sin'
154.7987 	EXP 	grating: autoDraw = False
154.8341 	DATA 	Keypress: left
154.8361 	EXP 	window1: recordFrameIntervals = False
154.8489 	EXP 	fixation: autoDraw = False
154.8489 	EXP 	grating: autoDraw = False
154.8491 	EXP 	window1: recordFrameIntervals = False
155.8298 	EXP 	fixation: autoDraw = True
156.8376 	EXP 	fixation: autoDraw = False
156.8376 	EXP 	grating: autoDraw = True
156.8376 	EXP 	grating: tex = 'sin'
157.1382 	EXP 	grating: autoDraw = False
157.3573 	DATA 	Keypress: right
157.3593 	EXP 	window1: recordFrameIntervals = False
157.3722 	EXP 	fixation: autoDraw = False
157.3722 	EXP 	grating: autoDraw = False
157.3724 	EXP 	window1: recordFrameIntervals = False
158.3517 	EXP 	fixation: autoDraw = True
159.3608 	EXP 	fixation: autoDraw = False
159.3608 	EXP 	grating: autoDraw = True
159.3608 	EXP 	grating: tex = 'sin'
159.6616 	EXP 	grating: autoDraw = False
159.8310 	DATA 	Keypress: right
159.8325 	EXP 	window1: recordFrameIntervals = False
159.8439 	EXP 	fixation: autoDraw = False
159.8439 	EXP 	grating: autoDraw = False
159.8440 	EXP 	window1: recordFrameIntervals = False
160.8240 	EXP 	fixation: autoDraw = True
161.8340 	EXP 	fixation: autoDraw = False
161.8340 	EXP 	grating: autoDraw = True
161.8340 	EXP 	grating: tex = 'sin'
162.1349 	EXP 	grating: autoDraw = False
162.2207 	DATA 	Keypress: right
162.2226 	EXP 	window1: recordFrameIntervals = False
162.2344 	EXP 	fixation: autoDraw = False
162.2344 	EXP 	grating: autoDraw = False
162.2345 	EXP 	window1: recordFrameIntervals = False
163.2149 	EXP 	fixation: autoDraw = True
164.2240 	EXP 	fixation: autoDraw = False
164.2240 	EXP 	grating: autoDraw = True
164.2240 	EXP 	grating: tex = 'sin'
164.5248 	EXP 	grating: autoDraw = False
164.6952 	DATA 	Keypress: right
164.7106 	EXP 	window1: recordFrameIntervals = False
164.7254 	EXP 	fixation: autoDraw = False
164.7254 	EXP 	grating: autoDraw = False
164.7255 	EXP 	window1: recordFrameIntervals = False
165.7044 	EXP 	fixation: autoDraw = True
166.7141 	EXP 	fixation: autoDraw = False
166.7141 	EXP 	grating: autoDraw = True
166.7141 	EXP 	grating: tex = 'sin'
167.0147 	EXP 	grating: autoDraw = False
167.1331 	DATA 	Keypress: left
167.1345 	EXP 	window1: recordFrameIntervals = False
167.1485 	EXP 	fixation: autoDraw = False
167.1485 	EXP 	grating: autoDraw = False
167.1487 	EXP 	window1: recordFrameIntervals = False
168.1264 	EXP 	fixation: autoDraw = True
169.1370 	EXP 	fixation: autoDraw = False
169.1370 	EXP 	grating: autoDraw = True
169.1370 	EXP 	grating: tex = 'sin'
169.4377 	EXP 	grating: autoDraw = False
169.5734 	DATA 	Keypress: left
169.5754 	EXP 	window1: recordFrameIntervals = False
169.5881 	EXP 	fixation: autoDraw = False
169.5881 	EXP 	grating: autoDraw = False
169.5883 	EXP 	window1: recordFrameIntervals = False
170.5677 	EXP 	fixation: autoDraw = True
171.5769 	EXP 	fixation: autoDraw = False
171.5769 	EXP 	grating: autoDraw = True
171.5769 	EXP 	grating: tex = 'sin'
171.8763 	EXP 	grating: autoDraw = False
171.9463 	DATA 	Keypress: left
171.9484 	EXP 	window1: recordFrameIntervals = False
171.9611 	EXP 	fixation: autoDraw = False
171.9611 	EXP 	grating: autoDraw = False
171.9613 	EXP 	window1: recordFrameIntervals = False
172.9410 	EXP 	fixation: autoDraw = True
173.9498 	EXP 	fixation: autoDraw = False
173.9498 	EXP 	grating: autoDraw = True
173.9498 	EXP 	grating: tex = 'sin'
174.2508 	EXP 	grating: autoDraw = False
174.4189 	DATA 	Keypress: right
174.4203 	EXP 	window1: recordFrameIntervals = False
174.4346 	EXP 	fixation: autoDraw = False
174.4346 	EXP 	grating: autoDraw = False
174.4348 	EXP 	window1: recordFrameIntervals = False
175.4125 	EXP 	fixation: autoDraw = True
176.4231 	EXP 	fixation: autoDraw = False
176.4231 	EXP 	grating: autoDraw = True
176.4231 	EXP 	grating: tex = 'sin'
176.7238 	EXP 	grating: autoDraw = False
176.8596 	DATA 	Keypress: right
176.8616 	EXP 	window1: recordFrameIntervals = False
176.8731 	EXP 	fixation: autoDraw = False
176.8731 	EXP 	grating: autoDraw = False
176.8733 	EXP 	window1: recordFrameIntervals = False
177.8545 	EXP 	fixation: autoDraw = True
178.8630 	EXP 	fixation: autoDraw = False
178.8630 	EXP 	grating: autoDraw = True
178.8630 	EXP 	grating: tex = 'sin'
179.1638 	EXP 	grating: autoDraw = False
179.3829 	DATA 	Keypress: right
179.3849 	EXP 	window1: recordFrameIntervals = False
179.3975 	EXP 	fixation: autoDraw = False
179.3975 	EXP 	grating: autoDraw = False
179.3978 	EXP 	window1: recordFrameIntervals = False
180.3772 	EXP 	fixation: autoDraw = True
181.3864 	EXP 	fixation: autoDraw = False
181.3864 	EXP 	grating: autoDraw = True
181.3864 	EXP 	grating: tex = 'sin'
181.6872 	EXP 	grating: autoDraw = False
181.9899 	DATA 	Keypress: left
182.0064 	EXP 	window1: recordFrameIntervals = False
182.0207 	EXP 	fixation: autoDraw = False
182.0207 	EXP 	grating: autoDraw = False
182.0208 	EXP 	window1: recordFrameIntervals = False
182.9985 	EXP 	fixation: autoDraw = True
184.0101 	EXP 	fixation: autoDraw = False
184.0101 	EXP 	grating: autoDraw = True
184.0101 	EXP 	grating: tex = 'sin'
184.3108 	EXP 	grating: autoDraw = False
184.4295 	DATA 	Keypress: right
184.4311 	EXP 	window1: recordFrameIntervals = False
184.4447 	EXP 	fixation: autoDraw = False
184.4447 	EXP 	grating: autoDraw = False
184.4449 	EXP 	window1: recordFrameIntervals = False
185.4235 	EXP 	fixation: autoDraw = True
186.4332 	EXP 	fixation: autoDraw = False
186.4332 	EXP 	grating: autoDraw = True
186.4332 	EXP 	grating: tex = 'sin'
186.7338 	EXP 	grating: autoDraw = False
186.8379 	DATA 	Keypress: right
186.8530 	EXP 	window1: recordFrameIntervals = False
186.8676 	EXP 	fixation: autoDraw = False
186.8676 	EXP 	grating: autoDraw = False
186.8678 	EXP 	window1: recordFrameIntervals = False
187.8449 	EXP 	fixation: autoDraw = True
188.8564 	EXP 	fixation: autoDraw = False
188.8564 	EXP 	grating: autoDraw = True
188.8564 	EXP 	grating: tex = 'sin'
189.1572 	EXP 	grating: autoDraw = False
189.2258 	DATA 	Keypress: left
189.2278 	EXP 	window1: recordFrameIntervals = False
189.2407 	EXP 	fixation: autoDraw = False
189.2407 	EXP 	grating: autoDraw = False
189.2409 	EXP 	window1: recordFrameIntervals = False
190.2199 	EXP 	fixation: autoDraw = True
191.2293 	EXP 	fixation: autoDraw = False
191.2293 	EXP 	grating: autoDraw = True
191.2293 	EXP 	grating: tex = 'sin'
191.5301 	EXP 	grating: autoDraw = False
191.6155 	DATA 	Keypress: left
191.6175 	EXP 	window1: recordFrameIntervals = False
191.6303 	EXP 	fixation: autoDraw = False
191.6303 	EXP 	grating: autoDraw = False
191.6305 	EXP 	window1: recordFrameIntervals = False
192.6098 	EXP 	fixation: autoDraw = True
193.6190 	EXP 	fixation: autoDraw = False
193.6190 	EXP 	grating: autoDraw = True
193.6190 	EXP 	grating: tex = 'sin'
193.9198 	EXP 	grating: autoDraw = False
194.2227 	DATA 	Keypress: right
194.2248 	EXP 	window1: recordFrameIntervals = False
194.2375 	EXP 	fixation: autoDraw = False
194.2375 	EXP 	grating: autoDraw = False
194.2377 	EXP 	window1: recordFrameIntervals = False
195.2182 	EXP 	fixation: autoDraw = True
196.2261 	EXP 	fixation: autoDraw = False
196.2261 	EXP 	grating: autoDraw = True
196.2261 	EXP 	grating: tex = 'sin'
196.5269 	EXP 	grating: autoDraw = False
196.7962 	DATA 	Keypress: right
196.7983 	EXP 	window1: recordFrameIntervals = False
196.8110 	EXP 	fixation: autoDraw = False
196.8110 	EXP 	grating: autoDraw = False
196.8112 	EXP 	window1: recordFrameIntervals = False
197.7908 	EXP 	fixation: autoDraw = True
198.7984 	EXP 	fixation: autoDraw = False
198.7984 	EXP 	grating: autoDraw = True
198.7984 	EXP 	grating: tex = 'sin'
199.1004 	EXP 	grating: autoDraw = False
199.2527 	DATA 	Keypress: left
199.2547 	EXP 	window1: recordFrameIntervals = False
199.2675 	EXP 	fixation: autoDraw = False
199.2675 	EXP 	grating: autoDraw = False
199.2677 	EXP 	window1: recordFrameIntervals = False
200.2477 	EXP 	fixation: autoDraw = True
201.2557 	EXP 	fixation: autoDraw = False
201.2557 	EXP 	grating: autoDraw = True
201.2557 	EXP 	grating: tex = 'sin'
201.5570 	EXP 	grating: autoDraw = False
201.6925 	DATA 	Keypress: right
201.6946 	EXP 	window1: recordFrameIntervals = False
201.7074 	EXP 	fixation: autoDraw = False
201.7074 	EXP 	grating: autoDraw = False
201.7076 	EXP 	window1: recordFrameIntervals = False
202.6871 	EXP 	fixation: autoDraw = True
203.6961 	EXP 	fixation: autoDraw = False
203.6961 	EXP 	grating: autoDraw = True
203.6961 	EXP 	grating: tex = 'sin'
203.9968 	EXP 	grating: autoDraw = False
204.1827 	DATA 	Keypress: right
204.1843 	EXP 	window1: recordFrameIntervals = False
204.1973 	EXP 	fixation: autoDraw = False
204.1973 	EXP 	grating: autoDraw = False
204.1975 	EXP 	window1: recordFrameIntervals = False
205.1780 	EXP 	fixation: autoDraw = True
206.1861 	EXP 	fixation: autoDraw = False
206.1861 	EXP 	grating: autoDraw = True
206.1861 	EXP 	grating: tex = 'sin'
206.4867 	EXP 	grating: autoDraw = False
206.5722 	DATA 	Keypress: left
206.5742 	EXP 	window1: recordFrameIntervals = False
206.5871 	EXP 	fixation: autoDraw = False
206.5871 	EXP 	grating: autoDraw = False
206.5873 	EXP 	window1: recordFrameIntervals = False
207.5671 	EXP 	fixation: autoDraw = True
208.5757 	EXP 	fixation: autoDraw = False
208.5757 	EXP 	grating: autoDraw = True
208.5757 	EXP 	grating: tex = 'sin'
208.8764 	EXP 	grating: autoDraw = False
209.0789 	DATA 	Keypress: right
209.0809 	EXP 	window1: recordFrameIntervals = False
209.0938 	EXP 	fixation: autoDraw = False
209.0938 	EXP 	grating: autoDraw = False
209.0940 	EXP 	window1: recordFrameIntervals = False
210.0733 	EXP 	fixation: autoDraw = True
211.0822 	EXP 	fixation: autoDraw = False
211.0822 	EXP 	grating: autoDraw = True
211.0822 	EXP 	grating: tex = 'sin'
211.3831 	EXP 	grating: autoDraw = False
211.5019 	DATA 	Keypress: left
211.5040 	EXP 	window1: recordFrameIntervals = False
211.5169 	EXP 	fixation: autoDraw = False
211.5169 	EXP 	grating: autoDraw = False
211.5170 	EXP 	window1: recordFrameIntervals = False
212.4966 	EXP 	fixation: autoDraw = True
213.5055 	EXP 	fixation: autoDraw = False
213.5055 	EXP 	grating: autoDraw = True
213.5055 	EXP 	grating: tex = 'sin'
213.8062 	EXP 	grating: autoDraw = False
214.0410 	DATA 	Keypress: left
214.0424 	EXP 	window1: recordFrameIntervals = False
214.0562 	EXP 	fixation: autoDraw = False
214.0562 	EXP 	grating: autoDraw = False
214.0564 	EXP 	window1: recordFrameIntervals = False
215.0352 	EXP 	fixation: autoDraw = True
216.0454 	EXP 	fixation: autoDraw = False
216.0454 	EXP 	grating: autoDraw = True
216.0454 	EXP 	grating: tex = 'sin'
216.3465 	EXP 	grating: autoDraw = False
217.5517 	DATA 	Keypress: left
217.5537 	EXP 	window1: recordFrameIntervals = False
217.5664 	EXP 	fixation: autoDraw = False
217.5664 	EXP 	grating: autoDraw = False
217.5666 	EXP 	window1: recordFrameIntervals = False
218.5464 	EXP 	fixation: autoDraw = True
219.5551 	EXP 	fixation: autoDraw = False
219.5551 	EXP 	grating: autoDraw = True
219.5551 	EXP 	grating: tex = 'sin'
219.8551 	EXP 	grating: autoDraw = False
220.1435 	DATA 	Keypress: left
220.1581 	EXP 	window1: recordFrameIntervals = False
220.1730 	EXP 	fixation: autoDraw = False
220.1730 	EXP 	grating: autoDraw = False
220.1732 	EXP 	window1: recordFrameIntervals = False
221.1508 	EXP 	fixation: autoDraw = True
222.1618 	EXP 	fixation: autoDraw = False
222.1618 	EXP 	grating: autoDraw = True
222.1618 	EXP 	grating: tex = 'sin'
222.4628 	EXP 	grating: autoDraw = False
222.8156 	DATA 	Keypress: right
222.8176 	EXP 	window1: recordFrameIntervals = False
222.8304 	EXP 	fixation: autoDraw = False
222.8304 	EXP 	grating: autoDraw = False
222.8306 	EXP 	window1: recordFrameIntervals = False
223.8107 	EXP 	fixation: autoDraw = True
224.8190 	EXP 	fixation: autoDraw = False
224.8190 	EXP 	grating: autoDraw = True
224.8190 	EXP 	grating: tex = 'sin'
225.1197 	EXP 	grating: autoDraw = False
225.3890 	DATA 	Keypress: left
225.3911 	EXP 	window1: recordFrameIntervals = False
225.4025 	EXP 	fixation: autoDraw = False
225.4025 	EXP 	grating: autoDraw = False
225.4026 	EXP 	window1: recordFrameIntervals = False
226.3826 	EXP 	fixation: autoDraw = True
227.3927 	EXP 	fixation: autoDraw = False
227.3927 	EXP 	grating: autoDraw = True
227.3927 	EXP 	grating: tex = 'sin'
227.6936 	EXP 	grating: autoDraw = False
227.9460 	DATA 	Keypress: left
227.9479 	EXP 	window1: recordFrameIntervals = False
227.9607 	EXP 	fixation: autoDraw = False
227.9607 	EXP 	grating: autoDraw = False
227.9609 	EXP 	window1: recordFrameIntervals = False
228.9408 	EXP 	fixation: autoDraw = True
229.9492 	EXP 	fixation: autoDraw = False
229.9492 	EXP 	grating: autoDraw = True
229.9492 	EXP 	grating: tex = 'sin'
230.2505 	EXP 	grating: autoDraw = False
230.4019 	DATA 	Keypress: right
230.4036 	EXP 	window1: recordFrameIntervals = False
230.4173 	EXP 	fixation: autoDraw = False
230.4173 	EXP 	grating: autoDraw = False
230.4175 	EXP 	window1: recordFrameIntervals = False
231.3966 	EXP 	fixation: autoDraw = True
232.4059 	EXP 	fixation: autoDraw = False
232.4059 	EXP 	grating: autoDraw = True
232.4059 	EXP 	grating: tex = 'sin'
232.7070 	EXP 	grating: autoDraw = False
232.8591 	DATA 	Keypress: right
232.8612 	EXP 	window1: recordFrameIntervals = False
232.8740 	EXP 	fixation: autoDraw = False
232.8740 	EXP 	grating: autoDraw = False
232.8743 	EXP 	window1: recordFrameIntervals = False
233.8539 	EXP 	fixation: autoDraw = True
234.8625 	EXP 	fixation: autoDraw = False
234.8625 	EXP 	grating: autoDraw = True
234.8625 	EXP 	grating: tex = 'sin'
235.1632 	EXP 	grating: autoDraw = False
235.2983 	DATA 	Keypress: left
235.2999 	EXP 	window1: recordFrameIntervals = False
235.3142 	EXP 	fixation: autoDraw = False
235.3142 	EXP 	grating: autoDraw = False
235.3144 	EXP 	window1: recordFrameIntervals = False
236.2929 	EXP 	fixation: autoDraw = True
237.3024 	EXP 	fixation: autoDraw = False
237.3024 	EXP 	grating: autoDraw = True
237.3024 	EXP 	grating: tex = 'sin'
237.6020 	EXP 	grating: autoDraw = False
237.8732 	DATA 	Keypress: left
237.8749 	EXP 	window1: recordFrameIntervals = False
237.8871 	EXP 	fixation: autoDraw = False
237.8871 	EXP 	grating: autoDraw = False
237.8873 	EXP 	window1: recordFrameIntervals = False
238.8680 	EXP 	fixation: autoDraw = True
239.8759 	EXP 	fixation: autoDraw = False
239.8759 	EXP 	grating: autoDraw = True
239.8759 	EXP 	grating: tex = 'sin'
240.1767 	EXP 	grating: autoDraw = False
240.2451 	DATA 	Keypress: left
240.2468 	EXP 	window1: recordFrameIntervals = False
240.2604 	EXP 	fixation: autoDraw = False
240.2604 	EXP 	grating: autoDraw = False
240.2606 	EXP 	window1: recordFrameIntervals = False
241.2383 	EXP 	fixation: autoDraw = True
242.2489 	EXP 	fixation: autoDraw = False
242.2489 	EXP 	grating: autoDraw = True
242.2489 	EXP 	grating: tex = 'sin'
242.5500 	EXP 	grating: autoDraw = False
242.7528 	DATA 	Keypress: right
242.7545 	EXP 	window1: recordFrameIntervals = False
242.7668 	EXP 	fixation: autoDraw = False
242.7668 	EXP 	grating: autoDraw = False
242.7670 	EXP 	window1: recordFrameIntervals = False
243.7467 	EXP 	fixation: autoDraw = True
244.7556 	EXP 	fixation: autoDraw = False
244.7556 	EXP 	grating: autoDraw = True
244.7556 	EXP 	grating: tex = 'sin'
245.0563 	EXP 	grating: autoDraw = False
245.1084 	DATA 	Keypress: left
245.1104 	EXP 	window1: recordFrameIntervals = False
245.1232 	EXP 	fixation: autoDraw = False
245.1232 	EXP 	grating: autoDraw = False
245.1234 	EXP 	window1: recordFrameIntervals = False
246.1085 	EXP 	fixation: autoDraw = True
247.1107 	EXP 	fixation: autoDraw = False
247.1107 	EXP 	grating: autoDraw = True
247.1107 	EXP 	grating: tex = 'sin'
247.4117 	EXP 	grating: autoDraw = False
247.5475 	DATA 	Keypress: left
247.5486 	EXP 	window1: recordFrameIntervals = False
247.5626 	EXP 	fixation: autoDraw = False
247.5626 	EXP 	grating: autoDraw = False
247.5628 	EXP 	window1: recordFrameIntervals = False
248.5412 	EXP 	fixation: autoDraw = True
249.5516 	EXP 	fixation: autoDraw = False
249.5516 	EXP 	grating: autoDraw = True
249.5516 	EXP 	grating: tex = 'sin'
249.8528 	EXP 	grating: autoDraw = False
250.0720 	DATA 	Keypress: left
250.0736 	EXP 	window1: recordFrameIntervals = False
250.0863 	EXP 	fixation: autoDraw = False
250.0863 	EXP 	grating: autoDraw = False
250.0865 	EXP 	window1: recordFrameIntervals = False
251.0664 	EXP 	fixation: autoDraw = True
252.0749 	EXP 	fixation: autoDraw = False
252.0749 	EXP 	grating: autoDraw = True
252.0749 	EXP 	grating: tex = 'sin'
252.3761 	EXP 	grating: autoDraw = False
252.5275 	DATA 	Keypress: right
252.5290 	EXP 	window1: recordFrameIntervals = False
252.5431 	EXP 	fixation: autoDraw = False
252.5431 	EXP 	grating: autoDraw = False
252.5433 	EXP 	window1: recordFrameIntervals = False
253.5215 	EXP 	fixation: autoDraw = True
254.5318 	EXP 	fixation: autoDraw = False
254.5318 	EXP 	grating: autoDraw = True
254.5318 	EXP 	grating: tex = 'sin'
254.8324 	EXP 	grating: autoDraw = False
255.2519 	DATA 	Keypress: right
255.2536 	EXP 	window1: recordFrameIntervals = False
255.2669 	EXP 	fixation: autoDraw = False
255.2669 	EXP 	grating: autoDraw = False
255.2671 	EXP 	window1: recordFrameIntervals = False
256.2466 	EXP 	fixation: autoDraw = True
257.2559 	EXP 	fixation: autoDraw = False
257.2559 	EXP 	grating: autoDraw = True
257.2559 	EXP 	grating: tex = 'sin'
257.5564 	EXP 	grating: autoDraw = False
257.8426 	DATA 	Keypress: right
257.8443 	EXP 	window1: recordFrameIntervals = False
257.8571 	EXP 	fixation: autoDraw = False
257.8571 	EXP 	grating: autoDraw = False
257.8573 	EXP 	window1: recordFrameIntervals = False
258.8374 	EXP 	fixation: autoDraw = True
259.8469 	EXP 	fixation: autoDraw = False
259.8469 	EXP 	grating: autoDraw = True
259.8469 	EXP 	grating: tex = 'sin'
260.1468 	EXP 	grating: autoDraw = False
260.2322 	DATA 	Keypress: right
260.2342 	EXP 	window1: recordFrameIntervals = False
260.2473 	EXP 	fixation: autoDraw = False
260.2473 	EXP 	grating: autoDraw = False
260.2475 	EXP 	window1: recordFrameIntervals = False
261.2267 	EXP 	fixation: autoDraw = True
262.2357 	EXP 	fixation: autoDraw = False
262.2357 	EXP 	grating: autoDraw = True
262.2357 	EXP 	grating: tex = 'sin'
262.5363 	EXP 	grating: autoDraw = False
262.7721 	DATA 	Keypress: left
262.7742 	EXP 	window1: recordFrameIntervals = False
262.7872 	EXP 	fixation: autoDraw = False
262.7872 	EXP 	grating: autoDraw = False
262.7873 	EXP 	window1: recordFrameIntervals = False
263.7665 	EXP 	fixation: autoDraw = True
264.7757 	EXP 	fixation: autoDraw = False
264.7757 	EXP 	grating: autoDraw = True
264.7757 	EXP 	grating: tex = 'sin'
265.0765 	EXP 	grating: autoDraw = False
265.5134 	DATA 	Keypress: right
265.5151 	EXP 	window1: recordFrameIntervals = False
265.5278 	EXP 	fixation: autoDraw = False
265.5278 	EXP 	grating: autoDraw = False
265.5280 	EXP 	window1: recordFrameIntervals = False
266.5080 	EXP 	fixation: autoDraw = True
267.5166 	EXP 	fixation: autoDraw = False
267.5166 	EXP 	grating: autoDraw = True
267.5166 	EXP 	grating: tex = 'sin'
267.8172 	EXP 	grating: autoDraw = False
268.0200 	DATA 	Keypress: left
268.0217 	EXP 	window1: recordFrameIntervals = False
268.0344 	EXP 	fixation: autoDraw = False
268.0344 	EXP 	grating: autoDraw = False
268.0345 	EXP 	window1: recordFrameIntervals = False
269.0136 	EXP 	fixation: autoDraw = True
270.0230 	EXP 	fixation: autoDraw = False
270.0230 	EXP 	grating: autoDraw = True
270.0230 	EXP 	grating: tex = 'sin'
270.3242 	EXP 	grating: autoDraw = False
270.3924 	DATA 	Keypress: left
270.3943 	EXP 	window1: recordFrameIntervals = False
270.4069 	EXP 	fixation: autoDraw = False
270.4069 	EXP 	grating: autoDraw = False
270.4071 	EXP 	window1: recordFrameIntervals = False
271.3871 	EXP 	fixation: autoDraw = True
272.3959 	EXP 	fixation: autoDraw = False
272.3959 	EXP 	grating: autoDraw = True
272.3959 	EXP 	grating: tex = 'sin'
272.6968 	EXP 	grating: autoDraw = False
272.9497 	DATA 	Keypress: left
272.9517 	EXP 	window1: recordFrameIntervals = False
272.9640 	EXP 	fixation: autoDraw = False
272.9640 	EXP 	grating: autoDraw = False
272.9642 	EXP 	window1: recordFrameIntervals = False
273.9437 	EXP 	fixation: autoDraw = True
274.9530 	EXP 	fixation: autoDraw = False
274.9530 	EXP 	grating: autoDraw = True
274.9530 	EXP 	grating: tex = 'sin'
275.2534 	EXP 	grating: autoDraw = False
275.4880 	DATA 	Keypress: right
275.4893 	EXP 	window1: recordFrameIntervals = False
275.5042 	EXP 	fixation: autoDraw = False
275.5042 	EXP 	grating: autoDraw = False
275.5043 	EXP 	window1: recordFrameIntervals = False
276.4821 	EXP 	fixation: autoDraw = True
277.4931 	EXP 	fixation: autoDraw = False
277.4931 	EXP 	grating: autoDraw = True
277.4931 	EXP 	grating: tex = 'sin'
277.7938 	EXP 	grating: autoDraw = False
277.8292 	DATA 	Keypress: left
277.8309 	EXP 	window1: recordFrameIntervals = False
277.8436 	EXP 	fixation: autoDraw = False
277.8436 	EXP 	grating: autoDraw = False
277.8438 	EXP 	window1: recordFrameIntervals = False
278.8238 	EXP 	fixation: autoDraw = True
279.8326 	EXP 	fixation: autoDraw = False
279.8326 	EXP 	grating: autoDraw = True
279.8326 	EXP 	grating: tex = 'sin'
280.1336 	EXP 	grating: autoDraw = False
280.4021 	DATA 	Keypress: left
280.4038 	EXP 	window1: recordFrameIntervals = False
280.4177 	EXP 	fixation: autoDraw = False
280.4177 	EXP 	grating: autoDraw = False
280.4179 	EXP 	window1: recordFrameIntervals = False
281.3968 	EXP 	fixation: autoDraw = True
282.4063 	EXP 	fixation: autoDraw = False
282.4063 	EXP 	grating: autoDraw = True
282.4063 	EXP 	grating: tex = 'sin'
282.7069 	EXP 	grating: autoDraw = False
282.8407 	DATA 	Keypress: right
282.8419 	EXP 	window1: recordFrameIntervals = False
282.8564 	EXP 	fixation: autoDraw = False
282.8564 	EXP 	grating: autoDraw = False
282.8565 	EXP 	window1: recordFrameIntervals = False
283.8336 	EXP 	fixation: autoDraw = True
284.8461 	EXP 	fixation: autoDraw = False
284.8461 	EXP 	grating: autoDraw = True
284.8461 	EXP 	grating: tex = 'sin'
285.1468 	EXP 	grating: autoDraw = False
285.2320 	DATA 	Keypress: left
285.2340 	EXP 	window1: recordFrameIntervals = False
285.2471 	EXP 	fixation: autoDraw = False
285.2471 	EXP 	grating: autoDraw = False
285.2473 	EXP 	window1: recordFrameIntervals = False
286.2269 	EXP 	fixation: autoDraw = True
287.2357 	EXP 	fixation: autoDraw = False
287.2357 	EXP 	grating: autoDraw = True
287.2357 	EXP 	grating: tex = 'sin'
287.5366 	EXP 	grating: autoDraw = False
287.6886 	DATA 	Keypress: left
287.6907 	EXP 	window1: recordFrameIntervals = False
287.7036 	EXP 	fixation: autoDraw = False
287.7036 	EXP 	grating: autoDraw = False
287.7038 	EXP 	window1: recordFrameIntervals = False
288.6837 	EXP 	fixation: autoDraw = True
289.6925 	EXP 	fixation: autoDraw = False
289.6925 	EXP 	grating: autoDraw = True
289.6925 	EXP 	grating: tex = 'sin'
289.9937 	EXP 	grating: autoDraw = False
290.1287 	DATA 	Keypress: left
290.1307 	EXP 	window1: recordFrameIntervals = False
290.1436 	EXP 	fixation: autoDraw = False
290.1436 	EXP 	grating: autoDraw = False
290.1438 	EXP 	window1: recordFrameIntervals = False
291.1235 	EXP 	fixation: autoDraw = True
292.1322 	EXP 	fixation: autoDraw = False
292.1322 	EXP 	grating: autoDraw = True
292.1322 	EXP 	grating: tex = 'sin'
292.4329 	EXP 	grating: autoDraw = False
292.5516 	DATA 	Keypress: right
292.5535 	EXP 	window1: recordFrameIntervals = False
292.5664 	EXP 	fixation: autoDraw = False
292.5664 	EXP 	grating: autoDraw = False
292.5666 	EXP 	window1: recordFrameIntervals = False
293.5464 	EXP 	fixation: autoDraw = True
294.5555 	EXP 	fixation: autoDraw = False
294.5555 	EXP 	grating: autoDraw = True
294.5555 	EXP 	grating: tex = 'sin'
294.8561 	EXP 	grating: autoDraw = False
295.0753 	DATA 	Keypress: right
295.0903 	EXP 	fixation: autoDraw = False
295.0903 	EXP 	grating: autoDraw = False
295.1272 	EXP 	window1: mouseVisible = True
